instant,dteday,hr,casual,registered,cnt,season_desc,year,month,weekday_desc,weather_desc,temp_actual,atemp_actual,hum_actual,windspeed_actual,workingday_desc,holiday_desc
1241,2011-02-24,19,3,112,115,Spring,2011,Feb,Thu,Light Rain/Snow,13.940000000000001,15.15,93.0,19.999499999999998,Working Day,Not Holiday
1242,2011-02-24,20,2,87,89,Spring,2011,Feb,Thu,Mist/Cloudy,13.940000000000001,15.15,93.0,23.9994,Working Day,Not Holiday
1243,2011-02-24,21,7,76,83,Spring,2011,Feb,Thu,Mist/Cloudy,13.940000000000001,15.15,87.0,22.0028,Working Day,Not Holiday
1244,2011-02-24,22,5,50,55,Spring,2011,Feb,Thu,Light Rain/Snow,13.940000000000001,15.909999999999998,87.0,19.0012,Working Day,Not Holiday
1245,2011-02-24,23,3,47,50,Spring,2011,Feb,Thu,Mist/Cloudy,13.120000000000001,15.15,93.0,15.001299999999999,Working Day,Not Holiday
1246,2011-02-25,0,1,8,9,Spring,2011,Feb,Fri,Light Rain/Snow,13.120000000000001,17.424999999999997,93.0,0.0,Working Day,Not Holiday
1247,2011-02-25,1,1,9,10,Spring,2011,Feb,Fri,Mist/Cloudy,13.120000000000001,17.424999999999997,100.0,0.0,Working Day,Not Holiday
1248,2011-02-25,2,0,3,3,Spring,2011,Feb,Fri,Mist/Cloudy,13.120000000000001,17.424999999999997,100.0,0.0,Working Day,Not Holiday
1249,2011-02-25,3,1,1,2,Spring,2011,Feb,Fri,Mist/Cloudy,13.120000000000001,16.665,93.0,7.0015,Working Day,Not Holiday
1250,2011-02-25,5,1,5,6,Spring,2011,Feb,Fri,Mist/Cloudy,13.120000000000001,16.665,93.0,7.0015,Working Day,Not Holiday
1251,2011-02-25,6,0,11,11,Spring,2011,Feb,Fri,Light Rain/Snow,13.940000000000001,17.424999999999997,93.0,6.0032,Working Day,Not Holiday
1252,2011-02-25,7,1,34,35,Spring,2011,Feb,Fri,Light Rain/Snow,13.940000000000001,16.665,100.0,8.9981,Working Day,Not Holiday
1253,2011-02-25,8,3,70,73,Spring,2011,Feb,Fri,Light Rain/Snow,14.76,17.424999999999997,93.0,8.9981,Working Day,Not Holiday
1254,2011-02-25,9,3,111,114,Spring,2011,Feb,Fri,Light Rain/Snow,13.940000000000001,15.15,93.0,23.9994,Working Day,Not Holiday
1255,2011-02-25,10,7,42,49,Spring,2011,Feb,Fri,Light Rain/Snow,17.22,21.21,94.0,22.0028,Working Day,Not Holiday
1256,2011-02-25,11,9,50,59,Spring,2011,Feb,Fri,Clear/Few clouds,21.32,25.0,77.0,30.002599999999997,Working Day,Not Holiday
1257,2011-02-25,12,20,95,115,Spring,2011,Feb,Fri,Light Rain/Snow,22.14,25.759999999999998,60.0,31.0009,Working Day,Not Holiday
1258,2011-02-25,13,6,77,83,Spring,2011,Feb,Fri,Light Rain/Snow,22.14,25.759999999999998,60.0,31.0009,Working Day,Not Holiday
1259,2011-02-25,14,14,71,85,Spring,2011,Feb,Fri,Light Rain/Snow,22.96,26.515,56.00000000000001,40.9973,Working Day,Not Holiday
1260,2011-02-25,15,5,50,55,Spring,2011,Feb,Fri,Clear/Few clouds,18.86,22.725,41.0,54.002,Working Day,Not Holiday
1261,2011-02-25,16,11,91,102,Spring,2011,Feb,Fri,Clear/Few clouds,13.120000000000001,14.395,49.0,31.0009,Working Day,Not Holiday
1262,2011-02-25,17,8,181,189,Spring,2011,Feb,Fri,Clear/Few clouds,13.120000000000001,13.635,49.0,50.0021,Working Day,Not Holiday
1263,2011-02-25,18,7,150,157,Spring,2011,Feb,Fri,Clear/Few clouds,13.120000000000001,14.395,49.0,32.9975,Working Day,Not Holiday
1264,2011-02-25,19,4,86,90,Spring,2011,Feb,Fri,Clear/Few clouds,12.299999999999999,13.635,52.0,30.002599999999997,Working Day,Not Holiday
1265,2011-02-25,20,2,60,62,Spring,2011,Feb,Fri,Clear/Few clouds,12.299999999999999,12.879999999999999,49.0,40.9973,Working Day,Not Holiday
1266,2011-02-25,21,7,56,63,Spring,2011,Feb,Fri,Clear/Few clouds,11.48,12.879999999999999,48.0,26.0027,Working Day,Not Holiday
1267,2011-02-25,22,7,43,50,Spring,2011,Feb,Fri,Clear/Few clouds,10.66,10.605,48.0,30.002599999999997,Working Day,Not Holiday
1268,2011-02-25,23,2,37,39,Spring,2011,Feb,Fri,Clear/Few clouds,10.66,11.365,48.0,22.0028,Working Day,Not Holiday
1269,2011-02-26,0,3,25,28,Spring,2011,Feb,Sat,Clear/Few clouds,9.84,11.365,52.0,12.998000000000001,Not Working Day,Not Holiday
1270,2011-02-26,1,2,25,27,Spring,2011,Feb,Sat,Clear/Few clouds,9.84,10.605,52.0,19.999499999999998,Not Working Day,Not Holiday
1271,2011-02-26,2,3,9,12,Spring,2011,Feb,Sat,Clear/Few clouds,9.02,9.85,60.0,23.9994,Not Working Day,Not Holiday
1272,2011-02-26,3,1,7,8,Spring,2011,Feb,Sat,Clear/Few clouds,9.02,11.365,55.00000000000001,8.9981,Not Working Day,Not Holiday
1273,2011-02-26,4,1,1,2,Spring,2011,Feb,Sat,Mist/Cloudy,9.02,12.879999999999999,60.0,6.0032,Not Working Day,Not Holiday
1274,2011-02-26,5,1,9,10,Spring,2011,Feb,Sat,Mist/Cloudy,9.02,12.120000000000001,64.0,7.0015,Not Working Day,Not Holiday
1275,2011-02-26,6,1,6,7,Spring,2011,Feb,Sat,Clear/Few clouds,9.02,13.635,60.0,0.0,Not Working Day,Not Holiday
1276,2011-02-26,7,1,21,22,Spring,2011,Feb,Sat,Clear/Few clouds,9.02,12.879999999999999,60.0,6.0032,Not Working Day,Not Holiday
1277,2011-02-26,8,2,55,57,Spring,2011,Feb,Sat,Mist/Cloudy,9.84,14.395,60.0,0.0,Not Working Day,Not Holiday
1278,2011-02-26,9,9,65,74,Spring,2011,Feb,Sat,Mist/Cloudy,10.66,12.879999999999999,56.00000000000001,11.0014,Not Working Day,Not Holiday
1279,2011-02-26,10,14,71,85,Spring,2011,Feb,Sat,Mist/Cloudy,12.299999999999999,15.15,49.0,8.9981,Not Working Day,Not Holiday
1280,2011-02-26,11,26,100,126,Spring,2011,Feb,Sat,Clear/Few clouds,12.299999999999999,16.665,45.0,0.0,Not Working Day,Not Holiday
1281,2011-02-26,12,45,115,160,Spring,2011,Feb,Sat,Mist/Cloudy,13.120000000000001,15.909999999999998,45.0,11.0014,Not Working Day,Not Holiday
1282,2011-02-26,13,38,136,174,Spring,2011,Feb,Sat,Mist/Cloudy,13.940000000000001,15.909999999999998,42.0,16.997899999999998,Not Working Day,Not Holiday
1283,2011-02-26,14,57,154,211,Spring,2011,Feb,Sat,Mist/Cloudy,13.940000000000001,15.15,36.0,22.0028,Not Working Day,Not Holiday
1284,2011-02-26,15,40,125,165,Spring,2011,Feb,Sat,Mist/Cloudy,14.76,16.665,40.0,19.0012,Not Working Day,Not Holiday
1285,2011-02-26,16,41,130,171,Spring,2011,Feb,Sat,Clear/Few clouds,14.76,16.665,46.0,19.0012,Not Working Day,Not Holiday
1286,2011-02-26,17,53,130,183,Spring,2011,Feb,Sat,Clear/Few clouds,14.76,17.424999999999997,43.0,15.001299999999999,Not Working Day,Not Holiday
1287,2011-02-26,18,26,111,137,Spring,2011,Feb,Sat,Clear/Few clouds,13.940000000000001,16.665,46.0,12.998000000000001,Not Working Day,Not Holiday
1288,2011-02-26,19,30,64,94,Spring,2011,Feb,Sat,Clear/Few clouds,13.120000000000001,15.15,49.0,16.997899999999998,Not Working Day,Not Holiday
1289,2011-02-26,20,8,60,68,Spring,2011,Feb,Sat,Clear/Few clouds,12.299999999999999,15.15,56.00000000000001,11.0014,Not Working Day,Not Holiday
1290,2011-02-26,21,9,59,68,Spring,2011,Feb,Sat,Clear/Few clouds,11.48,13.635,65.0,16.997899999999998,Not Working Day,Not Holiday
1291,2011-02-26,22,8,38,46,Spring,2011,Feb,Sat,Clear/Few clouds,11.48,13.635,75.0,15.001299999999999,Not Working Day,Not Holiday
1292,2011-02-26,23,5,29,34,Spring,2011,Feb,Sat,Clear/Few clouds,11.48,12.879999999999999,75.0,19.0012,Not Working Day,Not Holiday
1293,2011-02-27,0,8,26,34,Spring,2011,Feb,Sun,Clear/Few clouds,10.66,12.120000000000001,87.0,19.0012,Not Working Day,Not Holiday
1294,2011-02-27,1,7,30,37,Spring,2011,Feb,Sun,Clear/Few clouds,10.66,12.879999999999999,87.0,12.998000000000001,Not Working Day,Not Holiday
1295,2011-02-27,2,2,20,22,Spring,2011,Feb,Sun,Clear/Few clouds,10.66,13.635,87.0,8.9981,Not Working Day,Not Holiday
1296,2011-02-27,3,3,8,11,Spring,2011,Feb,Sun,Clear/Few clouds,10.66,14.395,87.0,6.0032,Not Working Day,Not Holiday
1297,2011-02-27,4,0,2,2,Spring,2011,Feb,Sun,Clear/Few clouds,9.84,12.120000000000001,87.0,8.9981,Not Working Day,Not Holiday
1298,2011-02-27,6,2,1,3,Spring,2011,Feb,Sun,Clear/Few clouds,9.84,14.395,87.0,0.0,Not Working Day,Not Holiday
1299,2011-02-27,7,6,8,14,Spring,2011,Feb,Sun,Clear/Few clouds,9.84,12.120000000000001,87.0,8.9981,Not Working Day,Not Holiday
1300,2011-02-27,8,9,26,35,Spring,2011,Feb,Sun,Clear/Few clouds,10.66,15.15,87.0,0.0,Not Working Day,Not Holiday
1301,2011-02-27,9,17,42,59,Spring,2011,Feb,Sun,Clear/Few clouds,11.48,15.15,87.0,6.0032,Not Working Day,Not Holiday
1302,2011-02-27,10,24,79,103,Spring,2011,Feb,Sun,Clear/Few clouds,12.299999999999999,15.15,81.0,11.0014,Not Working Day,Not Holiday
1303,2011-02-27,11,33,92,125,Spring,2011,Feb,Sun,Clear/Few clouds,14.76,17.424999999999997,62.0,8.9981,Not Working Day,Not Holiday
1304,2011-02-27,12,61,132,193,Spring,2011,Feb,Sun,Clear/Few clouds,16.400000000000002,20.455000000000002,54.0,6.0032,Not Working Day,Not Holiday
1305,2011-02-27,13,90,169,259,Spring,2011,Feb,Sun,Clear/Few clouds,17.22,21.21,47.0,0.0,Not Working Day,Not Holiday
1306,2011-02-27,14,105,177,282,Spring,2011,Feb,Sun,Clear/Few clouds,18.04,21.97,47.0,6.0032,Not Working Day,Not Holiday
1307,2011-02-27,15,98,163,261,Spring,2011,Feb,Sun,Clear/Few clouds,18.86,22.725,44.0,8.9981,Not Working Day,Not Holiday
1308,2011-02-27,16,98,170,268,Spring,2011,Feb,Sun,Clear/Few clouds,19.68,23.485,44.0,11.0014,Not Working Day,Not Holiday
1309,2011-02-27,17,66,121,187,Spring,2011,Feb,Sun,Clear/Few clouds,17.22,21.21,54.0,12.998000000000001,Not Working Day,Not Holiday
1310,2011-02-27,18,24,103,127,Spring,2011,Feb,Sun,Clear/Few clouds,16.400000000000002,20.455000000000002,54.0,12.998000000000001,Not Working Day,Not Holiday
1311,2011-02-27,19,16,86,102,Spring,2011,Feb,Sun,Clear/Few clouds,16.400000000000002,20.455000000000002,54.0,8.9981,Not Working Day,Not Holiday
1312,2011-02-27,20,9,72,81,Spring,2011,Feb,Sun,Clear/Few clouds,16.400000000000002,20.455000000000002,54.0,6.0032,Not Working Day,Not Holiday
1313,2011-02-27,21,8,61,69,Spring,2011,Feb,Sun,Clear/Few clouds,15.58,19.695,62.0,11.0014,Not Working Day,Not Holiday
1314,2011-02-27,22,2,67,69,Spring,2011,Feb,Sun,Mist/Cloudy,15.58,19.695,62.0,7.0015,Not Working Day,Not Holiday
1315,2011-02-27,23,6,53,59,Spring,2011,Feb,Sun,Mist/Cloudy,14.76,17.424999999999997,62.0,11.0014,Not Working Day,Not Holiday
1316,2011-02-28,0,5,25,30,Spring,2011,Feb,Mon,Mist/Cloudy,14.76,18.18,66.0,7.0015,Working Day,Not Holiday
1317,2011-02-28,1,1,7,8,Spring,2011,Feb,Mon,Light Rain/Snow,13.940000000000001,15.15,87.0,23.9994,Working Day,Not Holiday
1318,2011-02-28,3,0,1,1,Spring,2011,Feb,Mon,Light Rain/Snow,13.120000000000001,15.909999999999998,93.0,11.0014,Working Day,Not Holiday
1319,2011-02-28,5,1,4,5,Spring,2011,Feb,Mon,Mist/Cloudy,13.940000000000001,18.18,93.0,0.0,Working Day,Not Holiday
1320,2011-02-28,6,1,27,28,Spring,2011,Feb,Mon,Mist/Cloudy,13.940000000000001,17.424999999999997,96.0,7.0015,Working Day,Not Holiday
1321,2011-02-28,7,2,90,92,Spring,2011,Feb,Mon,Mist/Cloudy,14.76,18.18,93.0,7.0015,Working Day,Not Holiday
1322,2011-02-28,8,13,242,255,Spring,2011,Feb,Mon,Mist/Cloudy,13.940000000000001,15.15,93.0,19.999499999999998,Working Day,Not Holiday
1323,2011-02-28,9,15,127,142,Spring,2011,Feb,Mon,Clear/Few clouds,17.22,21.21,82.0,19.0012,Working Day,Not Holiday
1324,2011-02-28,10,13,79,92,Spring,2011,Feb,Mon,Mist/Cloudy,21.32,25.0,72.0,32.9975,Working Day,Not Holiday
1325,2011-02-28,11,13,74,87,Spring,2011,Feb,Mon,Mist/Cloudy,22.96,26.515,64.0,19.999499999999998,Working Day,Not Holiday
1326,2011-02-28,12,0,36,36,Spring,2011,Feb,Mon,Mist/Cloudy,22.96,26.515,64.0,19.999499999999998,Working Day,Not Holiday
1327,2011-02-28,13,1,31,32,Spring,2011,Feb,Mon,Light Rain/Snow,18.86,22.725,94.0,15.001299999999999,Working Day,Not Holiday
1328,2011-02-28,14,1,24,25,Spring,2011,Feb,Mon,Light Rain/Snow,17.22,21.21,100.0,19.999499999999998,Working Day,Not Holiday
1329,2011-02-28,15,0,35,35,Spring,2011,Feb,Mon,Light Rain/Snow,17.22,21.21,100.0,19.999499999999998,Working Day,Not Holiday
1330,2011-02-28,16,2,40,42,Spring,2011,Feb,Mon,Light Rain/Snow,17.22,21.21,100.0,8.9981,Working Day,Not Holiday
1331,2011-02-28,17,2,77,79,Spring,2011,Feb,Mon,Light Rain/Snow,16.400000000000002,20.455000000000002,100.0,19.999499999999998,Working Day,Not Holiday
1332,2011-02-28,18,4,127,131,Spring,2011,Feb,Mon,Light Rain/Snow,18.86,22.725,94.0,12.998000000000001,Working Day,Not Holiday
1333,2011-02-28,19,1,79,80,Spring,2011,Feb,Mon,Light Rain/Snow,18.04,21.97,88.0,40.9973,Working Day,Not Holiday
1334,2011-02-28,20,0,45,45,Spring,2011,Feb,Mon,Light Rain/Snow,18.04,21.97,88.0,40.9973,Working Day,Not Holiday
1335,2011-02-28,21,2,78,80,Spring,2011,Feb,Mon,Mist/Cloudy,15.58,19.695,87.0,26.0027,Working Day,Not Holiday
1336,2011-02-28,22,4,72,76,Spring,2011,Feb,Mon,Light Rain/Snow,13.940000000000001,15.15,93.0,27.999299999999998,Working Day,Not Holiday
1337,2011-02-28,23,0,45,45,Spring,2011,Feb,Mon,Mist/Cloudy,13.120000000000001,14.395,81.0,26.0027,Working Day,Not Holiday
1338,2011-03-01,0,0,7,7,Spring,2011,Mar,Tue,Clear/Few clouds,12.299999999999999,13.635,70.0,31.0009,Working Day,Not Holiday
1339,2011-03-01,1,0,3,3,Spring,2011,Mar,Tue,Clear/Few clouds,10.66,11.365,70.0,23.9994,Working Day,Not Holiday
1340,2011-03-01,2,0,4,4,Spring,2011,Mar,Tue,Clear/Few clouds,9.84,10.605,65.0,26.0027,Working Day,Not Holiday
1341,2011-03-01,3,0,2,2,Spring,2011,Mar,Tue,Clear/Few clouds,9.02,10.605,69.0,19.0012,Working Day,Not Holiday
1342,2011-03-01,4,0,1,1,Spring,2011,Mar,Tue,Clear/Few clouds,9.02,10.605,69.0,16.997899999999998,Working Day,Not Holiday
1343,2011-03-01,5,1,1,2,Spring,2011,Mar,Tue,Clear/Few clouds,8.200000000000001,9.09,64.0,19.0012,Working Day,Not Holiday
1344,2011-03-01,6,0,46,46,Spring,2011,Mar,Tue,Clear/Few clouds,8.200000000000001,9.09,59.0,19.999499999999998,Working Day,Not Holiday
1345,2011-03-01,7,2,105,107,Spring,2011,Mar,Tue,Clear/Few clouds,8.200000000000001,9.09,59.0,22.0028,Working Day,Not Holiday
1346,2011-03-01,8,10,204,214,Spring,2011,Mar,Tue,Clear/Few clouds,8.200000000000001,9.09,59.0,26.0027,Working Day,Not Holiday
1347,2011-03-01,9,8,116,124,Spring,2011,Mar,Tue,Clear/Few clouds,9.02,9.85,55.00000000000001,27.999299999999998,Working Day,Not Holiday
1348,2011-03-01,10,13,55,68,Spring,2011,Mar,Tue,Clear/Few clouds,9.84,10.605,52.0,19.0012,Working Day,Not Holiday
1349,2011-03-01,11,8,48,56,Spring,2011,Mar,Tue,Clear/Few clouds,11.48,13.635,45.0,16.997899999999998,Working Day,Not Holiday
1350,2011-03-01,12,6,80,86,Spring,2011,Mar,Tue,Clear/Few clouds,12.299999999999999,15.15,39.0,8.9981,Working Day,Not Holiday
1351,2011-03-01,13,13,65,78,Spring,2011,Mar,Tue,Clear/Few clouds,13.120000000000001,17.424999999999997,39.0,0.0,Working Day,Not Holiday
1352,2011-03-01,14,18,61,79,Spring,2011,Mar,Tue,Clear/Few clouds,13.120000000000001,16.665,36.0,8.9981,Working Day,Not Holiday
1353,2011-03-01,15,7,57,64,Spring,2011,Mar,Tue,Clear/Few clouds,13.940000000000001,18.18,34.0,0.0,Working Day,Not Holiday
1354,2011-03-01,16,10,92,102,Spring,2011,Mar,Tue,Clear/Few clouds,13.940000000000001,17.424999999999997,34.0,6.0032,Working Day,Not Holiday
1355,2011-03-01,17,12,230,242,Spring,2011,Mar,Tue,Clear/Few clouds,13.940000000000001,17.424999999999997,34.0,6.0032,Working Day,Not Holiday
1356,2011-03-01,18,10,214,224,Spring,2011,Mar,Tue,Clear/Few clouds,13.120000000000001,15.909999999999998,39.0,12.998000000000001,Working Day,Not Holiday
1357,2011-03-01,19,4,115,119,Spring,2011,Mar,Tue,Clear/Few clouds,12.299999999999999,15.15,49.0,8.9981,Working Day,Not Holiday
1358,2011-03-01,20,2,86,88,Spring,2011,Mar,Tue,Clear/Few clouds,12.299999999999999,15.909999999999998,61.0,6.0032,Working Day,Not Holiday
1359,2011-03-01,21,8,55,63,Spring,2011,Mar,Tue,Clear/Few clouds,10.66,15.15,56.00000000000001,0.0,Working Day,Not Holiday
1360,2011-03-01,22,3,44,47,Spring,2011,Mar,Tue,Clear/Few clouds,9.84,13.635,62.0,7.0015,Working Day,Not Holiday
1361,2011-03-01,23,2,23,25,Spring,2011,Mar,Tue,Clear/Few clouds,9.84,11.365,65.0,15.001299999999999,Working Day,Not Holiday
1362,2011-03-02,0,3,5,8,Spring,2011,Mar,Wed,Clear/Few clouds,9.02,11.365,69.0,11.0014,Working Day,Not Holiday
1363,2011-03-02,1,0,4,4,Spring,2011,Mar,Wed,Clear/Few clouds,9.02,11.365,69.0,12.998000000000001,Working Day,Not Holiday
1364,2011-03-02,2,0,2,2,Spring,2011,Mar,Wed,Clear/Few clouds,9.02,11.365,69.0,12.998000000000001,Working Day,Not Holiday
1365,2011-03-02,3,3,1,4,Spring,2011,Mar,Wed,Clear/Few clouds,9.02,10.605,69.0,19.0012,Working Day,Not Holiday
1366,2011-03-02,4,1,0,1,Spring,2011,Mar,Wed,Clear/Few clouds,8.200000000000001,10.605,75.0,8.9981,Working Day,Not Holiday
1367,2011-03-02,5,0,5,5,Spring,2011,Mar,Wed,Clear/Few clouds,9.02,10.605,69.0,15.001299999999999,Working Day,Not Holiday
1368,2011-03-02,6,1,39,40,Spring,2011,Mar,Wed,Clear/Few clouds,9.02,10.605,55.00000000000001,16.997899999999998,Working Day,Not Holiday
1369,2011-03-02,7,2,108,110,Spring,2011,Mar,Wed,Clear/Few clouds,9.02,10.605,64.0,16.997899999999998,Working Day,Not Holiday
1370,2011-03-02,8,13,243,256,Spring,2011,Mar,Wed,Clear/Few clouds,9.84,10.605,65.0,19.0012,Working Day,Not Holiday
1371,2011-03-02,9,7,141,148,Spring,2011,Mar,Wed,Clear/Few clouds,11.48,12.879999999999999,56.00000000000001,19.999499999999998,Working Day,Not Holiday
1372,2011-03-02,10,11,65,76,Spring,2011,Mar,Wed,Clear/Few clouds,13.120000000000001,15.15,49.0,19.0012,Working Day,Not Holiday
1373,2011-03-02,11,8,65,73,Spring,2011,Mar,Wed,Clear/Few clouds,13.940000000000001,15.15,53.0,22.0028,Working Day,Not Holiday
1374,2011-03-02,12,20,62,82,Spring,2011,Mar,Wed,Clear/Few clouds,16.400000000000002,20.455000000000002,43.0,12.998000000000001,Working Day,Not Holiday
1375,2011-03-02,13,35,90,125,Spring,2011,Mar,Wed,Clear/Few clouds,20.5,24.240000000000002,25.0,0.0,Working Day,Not Holiday
1376,2011-03-02,14,21,75,96,Spring,2011,Mar,Wed,Clear/Few clouds,21.32,25.0,23.0,19.999499999999998,Working Day,Not Holiday
1377,2011-03-02,15,19,91,110,Spring,2011,Mar,Wed,Clear/Few clouds,22.14,25.759999999999998,19.0,27.999299999999998,Working Day,Not Holiday
1378,2011-03-02,16,27,112,139,Spring,2011,Mar,Wed,Clear/Few clouds,22.14,25.759999999999998,19.0,22.0028,Working Day,Not Holiday
1379,2011-03-02,17,30,238,268,Spring,2011,Mar,Wed,Clear/Few clouds,20.5,24.240000000000002,23.0,19.0012,Working Day,Not Holiday
1380,2011-03-02,18,8,193,201,Spring,2011,Mar,Wed,Clear/Few clouds,18.86,22.725,23.0,32.9975,Working Day,Not Holiday
1381,2011-03-02,19,6,144,150,Spring,2011,Mar,Wed,Clear/Few clouds,16.400000000000002,20.455000000000002,28.000000000000004,35.0008,Working Day,Not Holiday
1382,2011-03-02,20,9,86,95,Spring,2011,Mar,Wed,Clear/Few clouds,14.76,16.665,28.999999999999996,27.999299999999998,Working Day,Not Holiday
1383,2011-03-02,21,3,68,71,Spring,2011,Mar,Wed,Clear/Few clouds,13.940000000000001,14.395,28.999999999999996,31.0009,Working Day,Not Holiday
1384,2011-03-02,22,4,44,48,Spring,2011,Mar,Wed,Clear/Few clouds,12.299999999999999,12.879999999999999,26.0,36.9974,Working Day,Not Holiday
1385,2011-03-02,23,0,22,22,Spring,2011,Mar,Wed,Clear/Few clouds,10.66,10.605,30.0,35.0008,Working Day,Not Holiday
1386,2011-03-03,0,3,10,13,Spring,2011,Mar,Thu,Clear/Few clouds,9.84,9.85,30.0,31.0009,Working Day,Not Holiday
1387,2011-03-03,1,0,1,1,Spring,2011,Mar,Thu,Clear/Few clouds,9.84,9.85,30.0,31.0009,Working Day,Not Holiday
1388,2011-03-03,2,1,2,3,Spring,2011,Mar,Thu,Clear/Few clouds,8.200000000000001,8.334999999999999,27.0,31.0009,Working Day,Not Holiday
1389,2011-03-03,3,0,1,1,Spring,2011,Mar,Thu,Clear/Few clouds,8.200000000000001,8.334999999999999,27.0,31.0009,Working Day,Not Holiday
1390,2011-03-03,4,0,1,1,Spring,2011,Mar,Thu,Clear/Few clouds,6.5600000000000005,6.0600000000000005,31.0,32.9975,Working Day,Not Holiday
1391,2011-03-03,5,1,7,8,Spring,2011,Mar,Thu,Clear/Few clouds,5.74,6.0600000000000005,33.0,19.999499999999998,Working Day,Not Holiday
1392,2011-03-03,6,1,34,35,Spring,2011,Mar,Thu,Clear/Few clouds,5.74,6.0600000000000005,33.0,19.999499999999998,Working Day,Not Holiday
1393,2011-03-03,7,1,110,111,Spring,2011,Mar,Thu,Clear/Few clouds,4.92,4.545,42.0,27.999299999999998,Working Day,Not Holiday
1394,2011-03-03,8,4,216,220,Spring,2011,Mar,Thu,Clear/Few clouds,5.74,6.0600000000000005,39.0,19.999499999999998,Working Day,Not Holiday
1395,2011-03-03,9,10,135,145,Spring,2011,Mar,Thu,Clear/Few clouds,6.5600000000000005,6.819999999999999,37.0,19.0012,Working Day,Not Holiday
1396,2011-03-03,10,7,49,56,Spring,2011,Mar,Thu,Clear/Few clouds,7.38,9.09,28.999999999999996,12.998000000000001,Working Day,Not Holiday
1397,2011-03-03,11,10,40,50,Spring,2011,Mar,Thu,Clear/Few clouds,8.200000000000001,11.365,28.999999999999996,6.0032,Working Day,Not Holiday
1398,2011-03-03,12,7,65,72,Spring,2011,Mar,Thu,Clear/Few clouds,9.02,11.365,25.0,8.9981,Working Day,Not Holiday
1399,2011-03-03,13,13,67,80,Spring,2011,Mar,Thu,Clear/Few clouds,9.02,12.879999999999999,25.0,6.0032,Working Day,Not Holiday
1400,2011-03-03,14,18,60,78,Spring,2011,Mar,Thu,Clear/Few clouds,9.84,12.879999999999999,21.0,7.0015,Working Day,Not Holiday
1401,2011-03-03,15,6,62,68,Spring,2011,Mar,Thu,Clear/Few clouds,9.84,14.395,23.0,0.0,Working Day,Not Holiday
1402,2011-03-03,16,6,65,71,Spring,2011,Mar,Thu,Clear/Few clouds,10.66,15.15,23.0,0.0,Working Day,Not Holiday
1403,2011-03-03,17,17,185,202,Spring,2011,Mar,Thu,Clear/Few clouds,10.66,15.15,22.0,0.0,Working Day,Not Holiday
1404,2011-03-03,18,6,161,167,Spring,2011,Mar,Thu,Clear/Few clouds,9.84,10.605,35.0,22.0028,Working Day,Not Holiday
1405,2011-03-03,19,5,101,106,Spring,2011,Mar,Thu,Clear/Few clouds,8.200000000000001,9.85,40.0,16.997899999999998,Working Day,Not Holiday
1406,2011-03-03,20,1,69,70,Spring,2011,Mar,Thu,Clear/Few clouds,8.200000000000001,11.365,40.0,6.0032,Working Day,Not Holiday
1407,2011-03-03,21,3,48,51,Spring,2011,Mar,Thu,Clear/Few clouds,7.38,10.605,40.0,7.0015,Working Day,Not Holiday
1408,2011-03-03,22,3,50,53,Spring,2011,Mar,Thu,Clear/Few clouds,8.200000000000001,12.879999999999999,40.0,0.0,Working Day,Not Holiday
1409,2011-03-03,23,0,23,23,Spring,2011,Mar,Thu,Mist/Cloudy,7.38,10.605,43.0,6.0032,Working Day,Not Holiday
1410,2011-03-04,0,0,12,12,Spring,2011,Mar,Fri,Mist/Cloudy,8.200000000000001,9.85,55.00000000000001,12.998000000000001,Working Day,Not Holiday
1411,2011-03-04,1,0,4,4,Spring,2011,Mar,Fri,Mist/Cloudy,7.38,9.09,64.0,12.998000000000001,Working Day,Not Holiday
1412,2011-03-04,2,0,2,2,Spring,2011,Mar,Fri,Mist/Cloudy,7.38,9.09,64.0,12.998000000000001,Working Day,Not Holiday
1413,2011-03-04,3,0,1,1,Spring,2011,Mar,Fri,Mist/Cloudy,7.38,8.334999999999999,74.0,16.997899999999998,Working Day,Not Holiday
1414,2011-03-04,4,1,0,1,Spring,2011,Mar,Fri,Mist/Cloudy,7.38,9.09,74.0,12.998000000000001,Working Day,Not Holiday
1415,2011-03-04,5,0,7,7,Spring,2011,Mar,Fri,Mist/Cloudy,6.5600000000000005,9.09,74.0,8.9981,Working Day,Not Holiday
